-2.59,-2.75,9.38,-0.40,0.99,-1.08
-2.59,-2.67,8.71,0.27,0.01,0.20
-2.24,-2.59,8.59,0.08,-0.03,0.23
-2.35,-3.14,9.14,-0.07,0.18,0.42
-2.55,-3.53,9.34,0.08,-0.08,0.60
-2.04,-3.57,9.06,-0.19,-0.09,0.46
-2.35,-3.84,9.14,-0.02,-0.06,0.45
-2.43,-3.96,9.06,-0.02,-0.23,0.35
-2.04,-3.84,8.28,0.24,-0.20,0.30
-2.04,-3.65,8.24,0.20,-0.14,0.13
-2.12,-3.77,9.10,0.13,0.05,0.20
-1.69,-3.37,9.06,0.30,-0.07,0.08
-1.41,-2.82,8.71,0.20,-0.07,-0.06
-1.37,-2.90,8.79,0.12,0.23,-0.01
-1.84,-3.14,9.49,0.29,0.22,-0.12
-1.80,-2.55,9.41,0.57,-0.01,-0.19
-1.73,-1.92,9.38,0.18,0.16,-0.18
-2.12,-2.28,9.57,0.05,0.10,-0.05
-2.12,-2.16,9.26,0.36,-0.17,-0.05
-1.84,-1.92,8.75,0.10,-0.00,-0.12
-2.43,-2.20,9.41,0.16,0.23,-0.01
-2.35,-2.31,9.22,0.09,0.02,0.09
-1.88,-2.47,8.67,-0.01,0.07,0.06
-2.00,-2.35,8.87,-0.09,0.20,-0.07
-2.04,-2.28,9.30,-0.20,0.32,-0.10
-2.31,-2.24,9.49,0.02,0.12,-0.05
-2.35,-2.20,9.18,-0.10,0.07,-0.10
-2.43,-2.08,8.90,0.07,0.07,-0.07
-2.35,-2.08,8.83,-0.13,0.13,-0.06
-2.43,-2.16,9.10,-0.08,0.14,-0.00
-2.35,-2.43,9.26,-0.01,0.09,0.01
-2.20,-2.31,9.26,-0.10,0.18,-0.03
-2.47,-2.47,9.38,0.02,0.04,-0.03
-2.39,-2.43,9.45,-0.05,0.08,-0.05
-2.43,-2.59,9.22,0.11,-0.11,-0.02
-2.12,-2.67,8.59,0.10,-0.11,-0.08
-2.04,-2.51,8.63,0.03,0.11,-0.17
-2.28,-2.71,9.10,0.08,0.06,-0.17
-2.08,-2.35,9.18,0.12,0.08,-0.18
-2.16,-2.31,9.18,0.09,0.15,-0.14
-2.39,-1.96,9.49,0.06,0.04,-0.10
