3.61,-4.47,7.81,0.01,0.26,-0.29
3.61,-4.39,7.88,0.08,0.48,-0.73
3.61,-4.35,7.81,-0.31,1.33,-0.59
3.57,-4.39,7.81,-0.01,-0.06,-0.18
3.69,-4.35,7.88,0.01,0.11,-0.00
3.61,-4.28,7.92,-0.01,0.07,-0.04
3.57,-4.39,7.96,-0.04,0.07,-0.04
3.65,-4.31,8.04,-0.00,0.06,-0.04
3.61,-4.35,8.08,0.02,0.05,-0.03
3.57,-4.35,8.32,0.01,0.05,-0.03
3.65,-4.55,8.12,0.00,0.05,-0.04
3.57,-4.82,8.08,0.03,0.05,-0.05
3.77,-4.47,7.96,0.08,0.00,-0.07
4.00,-4.79,8.04,0.18,-0.01,0.01
3.33,-4.28,8.47,0.37,0.03,0.05
2.86,-4.16,8.67,0.34,-0.01,0.00
3.02,-4.43,8.59,0.37,-0.08,-0.06
3.14,-4.12,8.47,0.63,-0.10,-0.02
3.65,-3.65,8.47,0.77,-0.14,-0.03
4.00,-3.65,8.55,0.87,-0.22,-0.09
4.51,-3.22,8.43,0.83,-0.26,-0.12
4.47,-2.39,7.73,0.78,-0.31,-0.12
4.51,-2.63,6.94,0.68,-0.26,-0.09
4.12,-3.61,6.51,0.83,-0.15,-0.11
4.16,-2.31,6.98,0.89,-0.12,-0.18
4.20,-2.24,7.45,0.68,-0.09,-0.18
4.86,-2.00,7.69,0.52,-0.09,-0.14
4.63,-1.49,8.08,0.35,-0.01,-0.12
4.51,-1.29,7.92,0.14,0.06,-0.12
4.35,-2.12,7.96,0.22,0.10,-0.04
4.24,-1.45,7.88,0.19,0.07,-0.07
4.04,-1.45,8.20,-0.11,0.20,-0.30
4.43,-3.14,8.28,-0.17,0.21,-0.08
4.47,-3.14,9.02,0.01,0.01,0.31
5.18,-0.12,8.12,0.40,0.03,-0.05
4.79,-0.55,7.65,0.01,0.03,0.07
5.02,-1.61,7.92,-0.04,-0.01,0.07
4.31,-1.49,8.12,0.09,0.03,0.11
4.98,-0.90,8.36,0.00,0.07,0.16
4.51,-2.31,7.85,-0.29,0.11,0.16
5.14,-3.18,7.22,-0.17,0.05,0.07
4.51,-2.28,8.55,0.01,0.10,0.10
4.75,-2.24,7.92,-0.11,0.16,0.10
4.16,-2.39,7.92,-0.11,0.13,0.01
4.31,-5.61,11.06,-0.27,0.10,0.05
4.67,-0.55,9.02,-0.09,0.15,0.03
4.16,-2.08,8.16,0.10,0.17,0.01
3.92,-1.41,8.43,0.15,0.02,-0.02
4.63,-2.00,7.57,-0.02,0.10,-0.01
2.47,3.14,5.33,0.22,0.19,-0.01
4.75,-1.77,7.69,0.34,0.20,-0.01
4.08,-0.94,8.36,0.19,0.24,0.03
3.26,-1.06,8.63,0.04,0.17,0.01
4.59,-1.84,8.59,-0.11,0.05,-0.02
4.55,-1.88,8.79,-0.01,0.17,0.03
2.82,-1.10,8.75,-0.00,0.23,0.12
3.69,-1.61,8.39,-0.32,0.12,0.01
3.96,-1.29,8.39,-0.26,0.14,0.05
3.45,-2.82,8.90,-0.40,0.01,-0.09
3.69,-1.73,8.04,-0.24,-0.15,-0.21
4.39,-1.88,7.92,-0.04,-0.00,-0.15
4.16,-2.24,8.39,0.02,0.04,-0.16
4.31,-2.08,8.36,0.05,-0.03,-0.22
4.16,-1.45,8.75,0.04,-0.03,-0.11
3.69,-1.73,8.71,-0.11,-0.08,-0.13
4.67,-2.24,8.32,-0.04,-0.03,-0.16
3.92,-1.77,8.43,0.10,-0.03,-0.21
3.77,-1.06,8.63,0.10,-0.10,-0.20
4.79,-1.92,8.32,-0.07,-0.14,-0.16
5.02,-2.39,7.96,-0.09,-0.14,-0.24
4.47,-2.79,8.36,-0.21,-0.25,-0.22
6.08,-2.16,8.43,-0.26,-0.16,-0.10
3.57,-1.65,8.12,-0.21,-0.09,-0.13
5.77,-2.59,7.34,-0.16,-0.08,-0.13
5.10,-1.61,8.67,0.06,0.15,0.05
3.49,-1.53,8.59,-0.19,-0.03,-0.07
5.37,-2.35,7.69,-0.36,-0.20,-0.03
5.73,-2.79,7.69,-0.07,0.06,-0.12
4.98,-2.59,7.96,0.10,0.10,-0.14
5.26,-2.12,7.73,0.20,0.09,-0.17
4.59,-1.49,8.39,0.13,0.07,-0.19
3.49,-1.57,8.87,0.01,-0.25,-0.20
5.81,-1.69,8.04,-0.06,-0.30,-0.18
6.04,-9.34,6.63,0.04,0.07,-0.59
5.65,-3.30,8.87,0.41,0.22,-0.34
5.06,-2.28,8.16,0.30,0.17,-0.28
4.51,-2.28,7.85,0.18,0.14,-0.23
5.77,-1.65,8.39,0.14,0.05,-0.23
5.02,-1.49,8.36,0.14,0.07,-0.16
4.82,-0.98,8.00,-0.01,0.02,-0.06
5.84,-2.39,7.61,-0.37,-0.05,-0.19
5.61,-1.57,7.26,-0.30,0.09,-0.13
4.51,-1.10,7.81,-0.13,0.26,0.12
5.53,-1.88,7.41,-0.08,0.34,0.11
5.37,-1.53,7.61,0.05,0.35,0.08
4.24,-1.41,8.87,0.07,0.26,-0.06
4.71,-1.49,7.73,0.06,0.16,-0.09
4.75,-1.61,8.00,0.03,0.37,-0.03
4.67,-1.33,8.36,-0.25,0.07,0.09
5.49,-2.59,7.92,-0.34,0.15,0.04
5.18,-2.28,8.00,-0.21,0.23,-0.03
2.75,-2.04,7.85,-0.32,-0.07,-0.19
4.71,-2.51,7.37,-0.26,-0.15,-0.22
5.06,-2.39,7.85,-0.09,0.04,-0.12
4.55,-1.61,8.47,-0.12,0.15,-0.06
4.94,-2.00,7.61,-0.27,0.08,-0.01
4.59,-2.04,7.96,-0.23,0.10,-0.11
4.39,-5.02,10.24,-0.16,0.12,-0.14
5.30,-2.94,8.39,-0.17,0.21,-0.04
4.35,-2.43,8.71,-0.04,0.37,-0.04
4.43,-2.12,9.14,-0.05,-0.03,-0.25
5.02,-1.45,7.85,0.08,0.01,-0.31
5.69,-2.12,8.20,0.16,0.19,-0.30
-3.14,10.47,16.44,1.58,3.15,3.16
3.92,-0.24,3.49,-2.89,-0.32,-1.40
4.59,-6.71,5.33,-0.92,0.00,0.54
3.88,-1.92,7.45,0.83,0.07,-0.23
4.28,-0.12,8.71,0.41,0.10,-0.09
4.12,-2.47,7.65,-0.46,0.09,0.05
3.96,-4.20,7.02,-0.39,0.05,0.06
4.63,-1.96,7.88,0.28,0.11,-0.06
4.94,-0.94,8.04,0.18,0.13,-0.02
5.26,-1.33,7.53,-0.50,0.22,0.07
4.86,-2.47,7.73,-0.91,0.23,0.23
5.18,-1.57,7.45,-1.11,0.04,0.37
5.96,-2.86,6.35,-2.09,0.30,0.42
4.16,-6.43,6.55,-1.54,0.42,0.21
6.32,-3.53,7.37,-0.84,0.32,0.19
5.57,-3.96,8.51,-0.93,0.52,0.25
4.59,-5.18,8.63,-1.20,0.59,0.30
3.10,-5.81,8.90,-1.03,0.64,0.10
2.00,-5.49,9.34,-0.74,0.60,-0.13
2.28,-6.00,8.04,-0.61,0.46,-0.33
2.16,-6.75,8.20,-0.33,0.45,-0.48
2.16,-4.59,8.20,0.23,0.44,-0.67
2.43,-4.86,7.85,-0.06,0.46,-0.70
2.55,-6.39,6.94,-0.12,0.48,-0.78
2.55,-6.20,6.71,0.04,0.55,-0.87
2.24,-5.88,7.02,-0.11,0.58,-0.87
1.41,-6.75,7.14,-0.19,0.57,-0.80
-1.26,-6.86,8.16,-0.15,0.49,-0.69
-2.47,-5.88,7.85,-0.32,0.03,-0.67
-1.73,-9.14,7.45,-0.51,0.10,-0.13
-1.18,-8.55,7.77,-0.06,0.25,0.15
-1.06,-6.28,8.59,-0.03,0.44,0.92
-0.51,-8.47,9.06,-0.35,0.46,1.19
2.08,-9.41,8.12,-0.18,0.75,1.36
2.43,-7.92,8.00,0.46,1.01,1.57
1.02,-5.37,9.57,0.29,1.02,1.83
0.47,-6.71,8.87,-0.70,1.28,1.45
-0.55,-8.28,7.18,-0.51,0.76,1.06
2.98,-6.43,8.20,0.51,0.86,0.72
1.96,-4.35,8.36,0.57,0.60,0.82
3.10,-4.39,7.37,0.15,0.31,0.73
2.28,-5.41,6.71,0.16,0.12,0.45
2.43,-3.18,7.02,0.49,0.13,0.29
2.82,-4.04,7.06,0.06,-0.10,0.22
4.94,-3.80,5.65,0.11,-0.25,0.26
2.59,-6.98,7.14,0.16,0.24,0.29
0.31,-5.77,7.73,0.52,0.61,-0.09
-0.67,-5.02,7.85,0.18,0.43,-0.24
-0.86,-6.75,7.49,-0.04,0.14,-0.09
-1.61,-7.18,7.06,0.21,-0.16,-0.02
-1.14,-5.92,7.30,0.47,-0.35,-0.11
-0.51,-5.73,7.37,0.38,-0.41,-0.06
0.39,-5.84,7.34,0.36,-0.39,0.00
-0.04,-5.61,8.00,0.30,-0.33,0.01
-0.51,-5.41,7.18,0.15,-0.42,-0.09
0.71,-5.88,6.98,0.03,-0.51,-0.11
2.00,-4.86,7.41,0.23,-0.41,-0.09
1.65,-3.96,8.63,0.28,-0.13,-0.12
2.39,-3.88,7.22,-0.23,-0.17,-0.34
4.51,-5.73,6.51,-0.61,-0.06,-0.56
4.82,-5.22,7.18,-0.61,0.16,-0.77
4.24,-5.02,7.41,-0.80,0.28,-1.02
2.67,-6.63,7.61,-0.82,0.23,-1.12
0.75,-6.90,8.47,-0.41,0.21,-1.19
-2.47,-8.08,9.77,-0.43,0.04,-1.37
-3.84,-9.89,8.83,-0.44,-0.28,-1.34
-3.73,-7.10,8.94,0.22,-0.38,-0.77
-3.41,-7.65,7.92,0.17,-0.46,-0.30
-2.47,-9.45,7.10,0.29,-0.47,0.21
-0.51,-7.41,8.36,0.58,-0.21,0.65
-1.14,-6.71,7.85,0.31,0.21,1.16
-1.22,-7.26,7.06,0.33,0.10,1.34
-0.12,-6.51,7.53,0.61,-0.11,1.13
5.14,-3.22,8.87,0.73,-0.40,0.71
7.65,-2.71,7.53,-0.38,0.03,0.63
5.49,-6.12,7.18,-0.84,0.26,0.57
5.41,-5.18,7.57,-0.12,0.26,0.31
4.90,-2.67,8.47,-0.01,0.35,0.28
3.80,-2.86,7.88,-0.79,0.23,0.17
4.75,-6.98,6.47,-0.86,0.22,-0.13
4.04,-5.77,6.90,0.15,0.29,-0.49
3.77,-2.47,7.88,0.33,0.25,-0.62
4.82,-3.73,7.10,-0.63,0.25,-1.00
3.88,-7.02,7.22,-0.93,0.56,-1.36
3.14,-7.22,7.22,-0.61,0.60,-1.57
3.26,-7.37,7.53,-0.35,0.63,-1.94
0.75,-8.51,8.79,-0.15,0.58,-2.11
-0.27,-7.77,9.22,0.16,0.58,-2.25
-1.57,-7.41,9.57,0.28,0.68,-2.25
-1.06,-5.81,7.96,0.31,0.72,-2.37
-0.63,-6.24,7.73,0.13,0.72,-2.19
-1.65,-6.75,7.85,0.12,0.69,-2.20
-1.69,-6.47,7.22,0.37,0.63,-2.14
-1.22,-5.49,7.41,0.66,0.55,-1.97
-0.51,-2.00,6.94,0.62,0.19,-2.00
2.28,-5.65,7.10,-0.06,-0.32,-1.05
3.33,-8.12,7.18,0.04,-0.20,-0.97
2.82,-4.00,8.20,0.77,0.19,-1.01
4.47,-2.51,7.06,0.01,0.15,-0.69
7.02,-6.28,5.57,-0.63,0.16,-0.43
7.57,-5.10,5.41,-0.22,0.47,-0.48
7.65,-0.24,6.51,-0.13,0.74,-0.39
6.98,0.90,6.51,-1.78,0.74,0.04
5.96,-2.08,5.18,-2.77,0.57,0.15
4.24,-6.39,5.96,-2.61,0.33,0.17
4.59,-3.02,9.14,-2.75,0.31,0.23
4.31,-6.67,9.65,-3.33,0.41,0.37
2.94,-12.83,7.61,-2.95,0.78,0.55
0.98,-12.24,6.08,-0.80,0.56,0.16
2.12,-10.08,5.49,0.81,0.25,0.04
3.45,-5.57,6.24,1.81,0.07,0.07
3.22,-4.31,6.90,0.68,0.07,0.17
2.04,-6.90,6.24,-0.15,-0.01,0.02
2.35,-10.04,5.37,-0.26,-0.18,-0.43
2.59,-8.90,6.00,0.61,-0.24,-0.66
2.16,-7.49,6.90,0.80,-0.19,-0.56
2.51,-6.94,6.67,0.15,-0.12,-0.53
2.86,-8.83,6.08,-0.10,0.03,-0.40
2.51,-10.24,5.37,0.31,0.12,-0.22
2.90,-6.59,6.16,0.76,0.09,0.01
1.88,-6.35,7.69,0.17,0.11,0.20
1.77,-8.28,7.26,-0.05,0.12,0.25
0.71,-8.43,7.73,0.34,0.15,0.50
0.75,-7.06,7.49,0.51,-0.01,0.54
1.33,-7.41,6.98,0.46,-0.11,0.67
1.77,-6.75,6.59,0.46,-0.10,0.64
