-0.01,-0.01,-0.00,-0.01,-0.01,-0.00
0.07,0.57,-0.73,0.07,0.57,-0.73
-0.59,3.03,-0.68,-0.59,3.03,-0.68
0.10,-0.07,-0.21,0.10,-0.07,-0.21
-0.02,-0.14,0.10,-0.02,-0.14,0.10
0.01,-0.29,0.11,0.01,-0.29,0.11
0.09,-0.06,-0.02,0.09,-0.06,-0.02
0.03,0.05,0.03,0.03,0.05,0.03
0.52,-0.32,0.04,0.52,-0.32,0.04
0.32,-0.22,0.02,0.32,-0.22,0.02
0.43,0.21,-0.17,0.43,0.21,-0.17
0.22,0.32,-0.07,0.22,0.32,-0.07
0.06,0.16,0.09,0.06,0.16,0.09
-0.14,-0.09,0.26,-0.14,-0.09,0.26
-0.26,-0.19,0.58,-0.26,-0.19,0.58
-0.33,-0.36,0.75,-0.33,-0.36,0.75
-0.64,-0.56,0.95,-0.64,-0.56,0.95
-0.66,-1.28,0.88,-0.66,-1.28,0.88
-0.80,-0.91,1.07,-0.80,-0.91,1.07
0.01,-0.16,0.61,0.01,-0.16,0.61
-0.10,0.04,0.50,-0.10,0.04,0.50
-0.56,0.31,0.42,-0.56,0.31,0.42
-0.33,-1.08,0.76,-0.33,-1.08,0.76
-0.57,-1.49,1.52,-0.57,-1.49,1.52
0.17,0.33,0.81,0.17,0.33,0.81
-0.27,1.10,0.09,-0.27,1.10,0.09
-0.46,0.10,0.35,-0.46,0.10,0.35
-0.26,-0.02,0.14,-0.26,-0.02,0.14
-0.88,0.04,0.77,-0.88,0.04,0.77
-0.34,-0.10,0.90,-0.34,-0.10,0.90
-0.32,0.24,0.51,-0.32,0.24,0.51
-0.52,-0.24,0.68,-0.52,-0.24,0.68
-0.24,0.61,0.66,-0.24,0.61,0.66
-0.35,1.28,0.86,-0.35,1.28,0.86
-0.16,-0.03,-0.39,-0.16,-0.03,-0.39
-0.57,-0.60,-0.16,-0.57,-0.60,-0.16
-0.73,-0.28,0.40,-0.73,-0.28,0.40
-0.73,-0.41,0.17,-0.73,-0.41,0.17
-0.91,0.51,-0.88,-0.91,0.51,-0.88
-0.73,0.52,0.23,-0.73,0.52,0.23
-1.11,0.30,0.28,-1.11,0.30,0.28
-1.30,-0.09,0.77,-1.30,-0.09,0.77
-1.97,-1.13,-0.05,-1.97,-1.13,-0.05
-1.91,-1.15,0.01,-1.91,-1.15,0.01
-1.73,-1.67,1.11,-1.73,-1.67,1.11
-1.84,-1.87,-0.01,-1.84,-1.87,-0.01
-1.90,-1.55,0.23,-1.90,-1.55,0.23
-1.23,0.13,1.77,-1.23,0.13,1.77
-1.00,0.35,1.82,-1.00,0.35,1.82
-0.89,0.21,0.77,-0.89,0.21,0.77
-0.94,0.78,0.53,-0.94,0.78,0.53
-1.06,0.45,-0.28,-1.06,0.45,-0.28
-0.75,0.34,-1.03,-0.75,0.34,-1.03
-0.72,0.54,-2.06,-0.72,0.54,-2.06
-1.06,0.29,-2.07,-1.06,0.29,-2.07
-1.01,-0.21,-1.30,-1.01,-0.21,-1.30
-0.59,0.78,-1.31,-0.59,0.78,-1.31
-0.85,1.06,-1.25,-0.85,1.06,-1.25
-0.47,0.46,-0.68,-0.47,0.46,-0.68
-0.51,0.43,-0.58,-0.51,0.43,-0.58
-0.10,0.35,-0.62,-0.10,0.35,-0.62
-0.12,-0.46,0.18,-0.12,-0.46,0.18
-0.59,-0.13,0.16,-0.59,-0.13,0.16
-0.78,0.17,1.08,-0.78,0.17,1.08
-0.40,0.22,0.88,-0.40,0.22,0.88
-0.40,-0.11,0.04,-0.40,-0.11,0.04
-1.12,-1.96,0.13,-1.12,-1.96,0.13
-0.47,-2.03,-0.19,-0.47,-2.03,-0.19
-0.40,-0.97,-0.25,-0.40,-0.97,-0.25
-1.45,-0.59,1.26,-1.45,-0.59,1.26
-0.86,-1.22,0.65,-0.86,-1.22,0.65
-0.43,-1.44,-0.03,-0.43,-1.44,-0.03
-0.87,-2.34,0.73,-0.87,-2.34,0.73
-0.15,-3.26,1.18,-0.15,-3.26,1.18
0.00,-2.03,1.14,0.00,-2.03,1.14
-0.81,-1.01,1.02,-0.81,-1.01,1.02
-0.65,-1.23,1.88,-0.65,-1.23,1.88
-0.90,-2.82,0.59,-0.90,-2.82,0.59
-1.16,-2.56,0.90,-1.16,-2.56,0.90
-1.03,-2.02,1.44,-1.03,-2.02,1.44
-0.26,-2.16,2.48,-0.26,-2.16,2.48
-0.21,-2.45,1.89,-0.21,-2.45,1.89
-0.38,-1.52,2.06,-0.38,-1.52,2.06
-0.09,-0.89,2.98,-0.09,-0.89,2.98
0.12,-1.30,3.15,0.12,-1.30,3.15
0.13,-1.16,3.05,0.13,-1.16,3.05
