-9.02,1.80,3.57,-1.50,-0.37
-9.61,2.28,3.80,0.54,-0.74
-9.41,1.33,3.26,0.38,-0.44
-9.22,1.10,2.86,0.16,-0.56
-9.45,1.69,2.51,0.25,-0.55
-10.16,2.39,2.39,0.27,-0.65
-10.83,2.59,2.00,0.27,-0.81
-11.53,2.28,1.73,0.27,-0.86
-12.00,2.28,2.00,0.27,-0.90
-12.79,2.94,2.24,0.24,-0.90
-12.20,3.53,2.39,0.16,-0.86
-10.36,2.67,2.08,-0.09,-0.44
-10.32,2.67,1.61,-0.13,0.05
-11.22,3.33,1.22,-0.12,0.25
-11.34,3.06,0.98,-0.21,0.47
-10.04,1.65,0.63,-0.35,0.82
-8.39,0.90,0.75,-0.40,1.08
-7.85,1.22,0.82,-0.45,1.38
-7.49,2.20,0.94,-0.52,1.54
-8.04,2.59,0.78,-0.55,1.57
-8.79,2.39,0.67,-0.55,1.52
-9.45,2.08,0.63,-0.53,1.40
-9.49,1.53,0.86,-0.50,1.22
-9.53,1.92,0.90,-0.42,1.01
-9.85,2.47,1.33,-0.27,0.80
-10.16,2.79,1.80,0.02,0.36
-9.92,2.98,2.20,0.29,-0.09
-10.67,2.82,2.24,0.45,-0.34
-11.30,2.79,2.55,0.78,-0.81
-11.57,2.47,2.63,0.97,-1.15
-11.45,2.71,2.90,1.01,-1.33
-11.26,2.86,2.82,0.83,-1.43
-11.53,2.47,2.16,0.56,-1.27
-10.90,0.67,1.53,0.35,-0.93
-9.22,-0.43,1.02,0.09,-0.35
-7.88,-0.55,1.14,-0.03,-0.02
-7.34,-0.08,0.94,-0.15,0.26
-6.94,0.94,1.33,-0.21,0.35
-6.79,2.12,1.37,-0.27,0.36
-6.98,2.79,1.69,-0.26,0.40
-7.69,3.30,1.96,-0.23,0.35
-8.08,3.30,2.16,-0.18,0.26
-8.67,2.71,2.35,-0.03,0.08
-9.30,2.24,2.51,0.19,-0.11
-10.36,2.43,2.39,0.33,-0.26
-11.02,2.71,2.35,0.49,-0.48
-11.26,2.55,2.16,0.47,-0.53
-12.16,2.35,1.88,0.53,-0.54
-12.59,3.14,2.24,0.62,-0.66
-12.71,3.33,2.98,0.56,-0.74
-11.92,3.06,2.12,0.14,-0.64
-12.87,4.82,1.37,0.04,-0.43
-13.42,4.20,0.90,-0.06,-0.35
-11.73,1.77,0.20,-0.28,-0.21
-8.47,-0.43,0.20,-0.41,0.26
-7.10,-0.43,0.63,-0.42,0.65
-6.35,0.86,1.29,-0.49,1.10
-6.39,2.24,1.29,-0.56,1.33
-7.06,2.59,1.10,-0.63,1.38
-8.00,2.55,0.78,-0.71,1.33
-8.94,2.47,0.75,-0.73,1.11
-9.45,2.12,0.86,-0.74,0.88
-10.79,1.77,0.67,-0.67,0.43
-12.12,1.65,0.78,-0.57,0.10
-11.49,1.53,1.02,-0.39,-0.32
-11.57,1.65,1.26,-0.18,-0.58
-12.63,2.79,1.77,-0.00,-0.84
-12.00,3.02,2.39,0.20,-1.13
-10.08,2.20,2.79,0.35,-1.07
-10.47,1.53,2.71,0.44,-0.94
-11.45,1.88,2.51,0.52,-0.89
-11.34,1.26,1.84,0.39,-0.75
-8.87,0.39,1.29,0.23,-0.57
-6.39,0.86,1.49,0.07,-0.34
-5.73,1.41,1.73,0.05,-0.20
-5.73,2.00,1.92,0.06,-0.18
-6.12,2.51,2.12,0.09,-0.21
-6.67,2.94,2.20,0.14,-0.30
-7.53,3.02,2.35,0.21,-0.42
-8.43,2.90,2.43,0.28,-0.52
-9.69,2.55,2.24,0.32,-0.56
-10.98,2.16,2.04,0.43,-0.55
-11.77,2.00,1.92,0.48,-0.42
-11.96,2.16,1.80,0.49,-0.31
-13.49,2.75,1.77,0.55,-0.16
-14.08,3.02,2.08,0.52,-0.02
-13.02,2.94,2.00,0.35,0.14
-12.24,2.63,1.49,0.08,0.50
-12.87,3.18,1.02,-0.01,0.67
-12.67,3.26,0.82,-0.08,0.70
-10.79,2.08,0.51,-0.21,0.80
-8.36,0.86,0.86,-0.27,1.09
-6.71,1.14,1.37,-0.26,1.28
-6.35,1.73,1.45,-0.29,1.50
-6.39,2.47,1.33,-0.34,1.58
-6.83,2.59,0.90,-0.41,1.55
-7.73,2.20,0.51,-0.47,1.37
-8.83,1.73,0.43,-0.48,1.15
-10.12,1.77,0.27,-0.47,0.69
-11.61,1.92,0.16,-0.42,0.08
-11.85,1.53,0.04,-0.36,-0.26
-11.22,1.26,0.43,-0.20,-0.63
-11.41,1.61,1.10,0.08,-0.90
-12.20,3.26,1.84,0.34,-1.20
-12.16,3.49,2.71,0.63,-1.47
-11.02,2.75,3.02,0.75,-1.40
-11.49,2.35,2.82,0.82,-1.30
-12.16,2.39,2.24,0.75,-1.15
-10.47,0.67,1.33,0.53,-0.70
-7.73,-0.43,0.90,0.25,-0.37
-6.04,-0.16,0.90,0.04,0.06
-5.53,1.02,1.14,-0.07,0.21
-5.57,1.80,1.14,-0.12,0.27
-5.92,2.28,1.29,-0.10,0.20
-6.71,2.90,1.61,-0.04,0.10
-8.36,3.61,2.08,0.16,-0.15
-9.85,3.80,2.79,0.32,-0.47
-10.32,2.94,3.06,0.36,-0.57
-11.14,2.59,2.86,0.43,-0.68
-11.92,2.63,2.55,0.51,-0.73
-12.91,2.47,2.00,0.51,-0.69
-13.14,2.47,1.84,0.49,-0.55
-12.55,2.63,2.00,0.32,-0.32
-11.77,2.94,1.92,0.11,-0.08
-13.57,3.30,1.14,-0.12,0.28
-14.83,3.92,0.47,-0.22,0.41
-14.04,2.55,0.12,-0.46,0.54
-10.51,0.43,0.35,-0.65,0.93
-7.57,0.00,0.90,-0.70,1.31
-5.96,1.33,1.29,-0.83,1.79
-5.53,2.31,1.02,-0.91,2.08
-6.12,2.71,0.67,-0.93,2.17
-6.75,2.43,0.31,-0.95,2.19
-7.88,2.47,0.31,-0.91,2.03
-8.75,2.31,0.39,-0.81,1.79
-9.38,2.47,0.63,-0.58,1.22
-9.77,2.90,0.86,-0.22,0.46
-10.12,3.18,1.33,0.08,-0.05
-10.71,2.98,1.57,0.53,-0.72
-12.24,3.22,2.00,1.05,-1.44
-13.18,3.69,2.51,1.40,-1.93
-12.63,3.41,3.18,1.75,-2.41
-11.73,2.39,3.10,1.54,-2.36
-11.49,1.61,2.20,1.12,-2.06
-11.18,0.16,0.82,0.49,-1.34
-10.24,-1.33,-0.04,0.31,-0.79
-9.26,-0.82,0.39,0.28,-0.23
